license_nbr,license_type,lic_expir_dd,license_status,license_creation_date,industry,business_name,address_building,address_street_name,address_city,address_state,address_zip,contact_phone,address_borough,detail,community_board,council_district,bin,bbl,nta,census_tract,longitude,latitude,location
2011773-DCA,Business,2023-07-31,Active,2014-08-08,Secondhand Dealer - General,SAN MARTIN JEWERLY AND PAWNSHOP INC,3350,BROADWAY,NEW YORK,NY,10031,2124914653,Manhattan,1.0,109.0,7.0,1059810.0,1019880134.0,,,-73.95484139888086,40.82039940200442,"
,  
(40.82039940200442, -73.95484139888086)"
2067818-DCA,Business,2023-10-31,Active,2018-03-15,Car Wash,"TREMONT CAR WASH AND LUBE, LLC",1095,E TREMONT AVE,BRONX,NY,10460,7188289300,Bronx,2.0,206.0,15.0,2042420.0,2040030040.0,BX17,220.0,-73.877834545178,40.83998471752562,"
,  
(40.83998471752562, -73.877834545178)"
2076725-1-DCA,Business,2023-11-30,Active,2018-08-07,Electronic Cigarette Dealer,IDEAL CONVENIENCE STORE INC.,1324,LEXINGTON AVE,NEW YORK,NY,10128,2128603925,Manhattan,1.0,108.0,4.0,1048077.0,1015170016.0,MN40,14802.0,-73.95449981675648,40.78099596751242,"
,  
(40.78099596751242, -73.95449981675648)"
2074246-1-DCA,Business,2023-11-30,Active,2018-06-22,Electronic Cigarette Dealer,"PATEL, PRABHU",856,6TH AVE,NEW YORK,NY,10001,212-447-6073,Manhattan,1.0,105.0,3.0,1082272.0,1008320001.0,MN17,76.0,-73.98943277691811,40.74751586887921,"
,  
(40.74751586887921, -73.98943277691811)"
2015728-DCA,Business,2020-04-05,Inactive,2014-11-21,Sidewalk Cafe,ALIAGED DINING INC,10702,70TH RD,FOREST HILLS,NY,11375,718-544-2433,Queens,4.0,406.0,29.0,4077496.0,4032390032.0,QN17,711.0,-73.84574353709064,40.720788905279086,"
,  
(40.720788905279086, -73.84574353709064)"
0829832-DCA,Individual,2010-12-31,Inactive,1997-01-21,Motion Picture Projectionist,"STEINER, CHARLES",No Building Info,,ELMONT,NY,11003,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2078083-DCA,Business,2024-03-31,Active,2018-09-12,Newsstand,MD RAFIQUL ISLAM,NWC,73 STREET,Jackson Heights,NY,11372,6462290494,Queens,4.0,403.0,25.0,,,,,-73.89240835378462,40.74713673194053,"
,  
(40.74713673194053, -73.89240835378462)"
2067421-1-DCA,Business,2023-11-30,Active,2018-03-07,Electronic Cigarette Dealer,"JUBILEE NEWS, INC.",2659A,BROADWAY,NEW YORK,NY,10025,212-222-8525,Manhattan,1.0,107.0,6.0,1056504.0,1018730010.0,MN12,187.0,-73.9693975757599,40.797935880933125,"
,  
(40.797935880933125, -73.9693975757599)"
2009473-DCA,Business,2020-04-30,Inactive,2014-06-11,Tow Truck Company,123 AUTO BODY,11011,SUTPHIN BLVD,JAMAICA,NY,11435,7188696529,Queens,4.0,412.0,28.0,4263383.0,4121530009.0,QN01,262.0,-73.79640046026613,40.68960572175226,"
,  
(40.68960572175226, -73.79640046026613)"
2086551-DCA,Business,2023-12-31,Active,2019-05-30,Laundries,"CLEAN 102 CLEANERS, INC.",10210,NORTHERN BLVD,CORONA,NY,11368,7182051021,Queens,4.0,403.0,21.0,4042585.0,4017170006.0,QN26,379.0,-73.86637013820624,40.757547749933785,"
,  
(40.757547749933785, -73.86637013820624)"
2072025-1-DCA,Business,2023-11-30,Active,2018-05-29,Electronic Cigarette Dealer,"KARIM 1 STOP MINI-MART, INC.",7724,5TH AVE,BROOKLYN,NY,11209,718-680-7009,Brooklyn,3.0,310.0,43.0,3149853.0,3059610044.0,BK31,136.0,-74.02336612215028,40.62774044539696,"
,  
(40.62774044539696, -74.02336612215028)"
0858821-DCA,Business,2012-04-30,Inactive,2008-04-29,Tow Truck Company,"FLATBUSH AUTO BODY, INC.",1360,RALPH AVE,BROOKLYN,NY,11236,7184513734,Brooklyn,3.0,317.0,45.0,3255583.0,3079320083.0,BK96,946.0,-73.91993845586028,40.64452677209174,"
,  
(40.64452677209174, -73.91993845586028)"
2082942-DCA,Business,2019-09-22,Inactive,2019-03-07,Amusement Device Temporary,"LEWIS J NEWTON & SONS CONCESSIONS, INC.",7350,LITTLE NECK PKWY,GLEN OAKS,NY,11004,631-499-6824,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
2068697-1-DCA,Business,2023-11-30,Active,2018-04-02,Electronic Cigarette Dealer,NY SMOKE N VAPE CORP,1238,LEXINGTON AVE,NEW YORK,NY,10028,347-369-2497,Manhattan,1.0,108.0,4.0,1047660.0,1015120056.0,MN40,140.0,-73.95676944054875,40.777889800071954,"
,  
(40.777889800071954, -73.95676944054875)"
2071461-1-DCA,Business,2023-11-30,Active,2018-05-18,Electronic Cigarette Dealer,BOLLA OPERATING CORP.,2960,86TH ST,BROOKLYN,NY,11223,516-512-6125,Brooklyn,3.0,313.0,47.0,3194296.0,3071670094.0,BK26,386.0,-73.97455507368646,40.59029551093588,"
,  
(40.59029551093588, -73.97455507368646)"
1076026-DCA,Individual,2025-05-31,Active,2001-03-28,Locksmith,"MONTALBO, FRANK",No Building Info,,ROUND TOP,NY,12473,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2101156-DCA,Individual,2022-07-31,Inactive,2021-08-26,Ticket Seller,"OMOTAYO, OLUSIJI",No Building Info,,NEWARK,NJ,07103,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2001740-DCA,Individual,2014-09-30,Inactive,2013-12-18,General Vendor,"CELIUS, JEPHTE",No Building Info,,FAR ROCKAWAY,NY,11691,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2055690-DCA,Business,2020-08-18,Inactive,2017-07-13,Sidewalk Cafe,SONNY LOU INC,195,10TH AVE,NEW YORK,NY,10011,212-242-6055,Manhattan,1.0,104.0,3.0,1012313.0,1006930036.0,MN13,99.0,-74.0048504742897,40.746769679818215,"
,  
(40.746769679818215, -74.0048504742897)"
2021217-DCA,Individual,2024-10-31,Active,2015-04-16,Tow Truck Driver,"MAZZIO, ANGELO",No Building Info,,BELLMORE,NY,11710,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2109544-DCA,Individual,2023-04-30,Inactive,2022-10-26,Pedicab Driver,"JABBOROV, SHAHBOZ",No Building Info,,BROOKLYN,NY,11230,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2070335-1-DCA,Business,2023-11-30,Active,2018-05-01,Electronic Cigarette Dealer,YORK FRESH FOODS INC.,1431,YORK AVE,NEW YORK,NY,10021,917-407-1084,Manhattan,1.0,108.0,5.0,1045936.0,1014700028.0,MN31,132.0,-73.95193730601734,40.76934900429892,"
,  
(40.76934900429892, -73.95193730601734)"
1324624-DCA,Individual,2024-03-31,Active,2009-07-02,Sightseeing Guide,"BHARATH, PATRICIA",No Building Info,,NEW YORK,NY,10150,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2074932-1-DCA,Business,2021-11-30,Inactive,2018-07-03,Electronic Cigarette Dealer,STOP & GO SMOKE DELI CORP,1398,JEROME AVE,BRONX,NY,10452,3473556486,Bronx,2.0,204.0,16.0,2008074.0,2028420006.0,BX63,22101.0,-73.91774424722352,40.84012712733618,"
,  
(40.84012712733618, -73.91774424722352)"
2074917-1-DCA,Business,2023-11-30,Active,2018-07-02,Electronic Cigarette Dealer,NEW GREEN APPLE GOURMET CORP,375,GRAHAM AVE,BROOKLYN,NY,11211,929-239-6755,Brooklyn,3.0,301.0,34.0,3068602.0,3027540022.0,BK90,497.0,-73.94460616506713,40.715831302183744,"
,  
(40.715831302183744, -73.94460616506713)"
2077092-1-DCA,Business,2023-11-30,Active,2018-08-15,Electronic Cigarette Dealer,CANAL EXPRESS INC,383,CANAL ST,NEW YORK,NY,10013,917-639-3622,Manhattan,1.0,102.0,1.0,1002936.0,1002270002.0,MN24,47.0,-74.00474040192914,40.72143286191299,"
,  
(40.72143286191299, -74.00474040192914)"
2079494-DCA,Business,2022-12-31,Inactive,2018-10-29,Electronics Store,STAR WIRELESS CORP,553,LENOX AVE,NEW YORK,NY,10037,6468923180,Manhattan,1.0,110.0,9.0,1060031.0,1020077501.0,,,-73.93939619989939,40.816124279842384,"
,  
(40.816124279842384, -73.93939619989939)"
2068104-1-DCA,Business,2023-11-30,Active,2018-03-21,Electronic Cigarette Dealer,SKYLINE GOURMET DELI INC.,700,10TH AVE,NEW YORK,NY,10019,2124592500,Manhattan,1.0,104.0,3.0,1026629.0,1010580061.0,MN15,127.0,-73.99239753368337,40.76382538009488,"
,  
(40.76382538009488, -73.99239753368337)"
2071140-1-DCA,Business,2023-11-30,Active,2018-05-15,Electronic Cigarette Dealer,"SHRADDHA 44, INC",4402,28TH AVE,ASTORIA,NY,11103,646-331-8591,Queens,4.0,401.0,22.0,4012114.0,4007000017.0,QN70,147.0,-73.91038029172333,40.76391154246788,"
,  
(40.76391154246788, -73.91038029172333)"
2093837-DCA,Individual,2024-03-31,Active,2020-01-23,Sightseeing Guide,"EPSTEIN, CHAYA",No Building Info,,BROOKLYN,NY,11203,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2070133-1-DCA,Business,2023-12-31,Active,2018-04-27,Tobacco Retail Dealer,NEW GREEN APPLE GOURMET CORP,375,GRAHAM AVE,BROOKLYN,NY,11211,929-239-6755,Brooklyn,3.0,301.0,34.0,3068602.0,3027540022.0,BK90,497.0,-73.94460616506713,40.715831302183744,"
,  
(40.715831302183744, -73.94460616506713)"
2042351-1-DCA,Business,2023-12-31,Active,2016-08-12,Tobacco Retail Dealer,"107 GROCERY DELI, CORP",10701,37TH AVE,CORONA,NY,11368,7184760699,Queens,4.0,403.0,21.0,4043546.0,4017490055.0,QN26,381.0,-73.86110046026995,40.75394315079688,"
,  
(40.75394315079688, -73.86110046026995)"
2074262-1-DCA,Business,2023-11-30,Active,2018-06-22,Electronic Cigarette Dealer,WILSON 26 DELI GROCERY CORP,26,WILSON AVENUE,BROOKLYN,NY,11237,347-249-5734,Brooklyn,3.0,304.0,34.0,3331952.0,3021807501.0,BK78,425.0,-73.96534739375795,40.703490724529146,"
,  
(40.703490724529146, -73.96534739375795)"
2075021-1-DCA,Business,2023-11-30,Active,2018-07-05,Electronic Cigarette Dealer,"MCLEAN DELI & GROCERY, INC",522,E 240TH ST,BRONX,NY,10470,No Contact Available,Bronx,2.0,212.0,11.0,2019827.0,2033980064.0,BX62,45102.0,-73.86186360498732,40.90113227809884,"
,  
(40.901132278098835, -73.86186360498732)"
1345493-DCA,Individual,2024-04-30,Active,2013-04-29,Pedicab Driver,"OUAKACH, DAOUD",No Building Info,,BROOKLYN,NY,11214,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2077321-DCA,Business,2025-02-28,Active,2018-08-22,Home Improvement Contractor,H & M HOME IMPROVEMENT LLC,12034,230TH ST,CAMBRIA HEIGHTS,NY,11411,6462612163,Queens,4.0,413.0,27.0,4276237.0,4128140103.0,,,-73.73430665014628,40.686931953410365,"
,  
(40.686931953410365, -73.73430665014628)"
2096476-DCA,Business,2023-03-31,Inactive,2020-09-23,Parking Lot,SBV TAXI CORP,341,BERGEN ST,BROOKLYN,NY,11217,7188583502,Brooklyn,3.0,302.0,33.0,3329452.0,3001980048.0,,,-73.98027059709744,40.68275752169104,"
,  
(40.68275752169104, -73.98027059709744)"
2073908-1-DCA,Business,2023-11-30,Active,2018-06-20,Electronic Cigarette Dealer,MUKTI PETROLEUM INC,14812,ROCKAWAY BLVD,JAMAICA,NY,11436,718-749-5864,Queens,4.0,412.0,28.0,4262702.0,4121030025.0,QN76,788.0,-73.78968375426655,40.67325670814297,"
,  
(40.67325670814297, -73.78968375426655)"
2070360-1-DCA,Business,2023-11-30,Active,2018-05-02,Electronic Cigarette Dealer,COURT STREET CORNER SHOP INC.,304,COURT ST,BROOKLYN,NY,11231,917-771-8762,Brooklyn,3.0,306.0,39.0,3004045.0,3003260064.0,BK33,67.0,-73.99519376384491,40.68384878723601,"
,  
(40.68384878723601, -73.99519376384491)"
2068337-1-DCA,Business,2023-11-30,Active,2018-03-26,Electronic Cigarette Dealer,PACE CONVENIENCE INC.,12,JOHN ST,NEW YORK,NY,10038,646-299-9629,Manhattan,1.0,101.0,1.0,1001103.0,1000650020.0,MN25,1502.0,-74.00910044395351,40.71000341628404,"
,  
(40.71000341628404, -74.00910044395351)"
2072090-1-DCA,Business,2023-11-30,Active,2018-05-30,Electronic Cigarette Dealer,710 QUICK STOP INC.,710,2ND AVE,NEW YORK,NY,10016,212-661-7570,Manhattan,1.0,106.0,4.0,1021921.0,1009440001.0,MN20,78.0,-73.97386704724818,40.747535346992926,"
,  
(40.747535346992926, -73.97386704724818)"
1086325-DCA,Business,2003-12-31,Inactive,2002-04-05,Tobacco Retail Dealer,"LEX'S FOOD MARKET DELI, CORP",100,LEXINGTON AVE,NEW YORK,NY,10016,2126832133,Manhattan,1.0,105.0,2.0,1018167.0,1008830020.0,MN21,68.0,-73.98308945842682,40.74221225573634,"
,  
(40.74221225573634, -73.98308945842682)"
2074152-1-DCA,Business,2023-11-30,Active,2018-06-21,Electronic Cigarette Dealer,"OH, EUGENE J",N/W/C,MADISON AVENUE,NEW YORK,NY,10029,3473067955,Manhattan,1.0,111.0,8.0,,,,,-73.95274275903064,40.789169077470135,"
,  
(40.789169077470135, -73.95274275903064)"
1002796-DCA,Business,2005-06-30,Inactive,1999-02-02,Home Improvement Contractor,PRIME CONTRACTING CORP.,611,BROADWAY,NEW YORK,NY,10012,2129958332,Manhattan,1.0,102.0,1.0,1008240.0,1005230048.0,MN23,5501.0,-73.99655811804315,40.72569826167572,"
,  
(40.72569826167572, -73.99655811804315)"
2071191-1-DCA,Business,2023-11-30,Active,2018-05-15,Electronic Cigarette Dealer,L STOP GOURMET DELI CORP.,223,MONTROSE AVE,BROOKLYN,NY,11206,347-889-6608,Brooklyn,3.0,301.0,34.0,3071163.0,3030540026.0,BK78,493.0,-73.94021260626926,40.70762775314755,"
,  
(40.70762775314755, -73.94021260626926)"
2074122-1-DCA,Business,2023-11-30,Active,2018-06-21,Electronic Cigarette Dealer,"SUPERIOR GOURMET MARKETPLACE, INC.",555,10TH AVE,NEW YORK,NY,10018,646-709-6297,Manhattan,1.0,104.0,3.0,1089722.0,1010697501.0,MN13,117.0,-73.99602217624606,40.7588877693251,"
,  
(40.7588877693251, -73.99602217624606)"
2102114-DCA,Business,2024-02-28,Active,2021-10-14,Process Serving Agency,FLASH PROCESS SERVER INC,124,FEATHERBED LN,BRONX,NY,10452,9176002713,Manhattan,1.0,,,,,,,-73.94591110800667,40.72091406112227,
2065136-1-DCA,Business,2023-12-31,Active,2018-01-19,Tobacco Retail Dealer,SOUNDVIEW 99 PLUS INC,253,SOUNDVIEW AVE,BRONX,NY,10473,9175205584,Bronx,2.0,209.0,18.0,2020193.0,2034550143.0,BX09,2.0,-73.85571856214723,40.81074712504548,"
,  
(40.81074712504548, -73.85571856214723)"
2091254-DCA,Business,2022-05-15,Inactive,2019-10-08,Sidewalk Cafe,"KATSMAN 1650, INC.",1650,CROSBY AVE,BRONX,NY,10461,7188227537,Bronx,2.0,210.0,13.0,2090121.0,2041680025.0,BX10,26602.0,-73.83082509674418,40.84486034092205,"
,  
(40.844860340922054, -73.83082509674418)"
2071145-1-DCA,Business,2023-11-30,Active,2018-05-15,Electronic Cigarette Dealer,GROVE SMOKE SHOP CORP,2042,GROVE ST,RIDGEWOOD,NY,11385,347-863-5796,Queens,4.0,405.0,30.0,4080690.0,4033850045.0,QN20,589.0,-73.90618162866994,40.70776698848992,"
,  
(40.707766988489915, -73.90618162866994)"
2059589-2-DCA,Business,2022-12-31,Inactive,2017-10-19,Tobacco Retail Dealer,CONVENIENT STORE INC,165,SHERMAN AVE,NEW YORK,NY,10034,6466488066,Manhattan,1.0,112.0,10.0,1064768.0,1022210011.0,MN01,291.0,-73.92276447154296,40.86476431663921,"
,  
(40.86476431663921, -73.92276447154296)"
2043102-DCA,Individual,2024-10-31,Active,2016-08-30,Tow Truck Driver,"RAZIEL, ADAM",No Building Info,,NY,NY,10034,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2068915-1-DCA,Business,2023-11-30,Active,2018-04-04,Electronic Cigarette Dealer,CIGAR WAREHOUSE INC.,2865,STEINWAY ST,ASTORIA,NY,11103,718-932-0236,Queens,4.0,401.0,22.0,4010805.0,4006630045.0,QN70,147.0,-73.9139380360175,40.76517409219164,"
,  
(40.76517409219164, -73.9139380360175)"
2068826-DCA,Business,2023-07-31,Active,2018-04-03,Secondhand Dealer - General,EL TIEMPO SHIPPING CORP,1144,W FARMS RD,BRONX,NY,10459,7182000977,Bronx,2.0,203.0,17.0,2006186.0,2027540008.0,,,-73.88935881076273,40.82749966520687,"
,  
(40.827499665206865, -73.88935881076273)"
2098612-DCA,Business,2025-02-28,Active,2021-05-07,Home Improvement Contractor,DESIGN GARAGE DOORS LLC,57,HAROLD ST,TENAFLY,NJ,07670,No Contact Available,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
1239628-DCA,Business,2025-02-28,Active,2006-09-21,Home Improvement Contractor,EDGEWOOD CARPENTRY INC.,83,AQUEDUCT AVE,YONKERS,NY,10704,9142374848,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
2107194-DCA,Individual,2023-04-30,Inactive,2022-07-01,Pedicab Driver,"BOZEKENOV, TAUIRBEK",No Building Info,,BROOKLYN,NY,11204,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2105521-DCA,Individual,2024-10-31,Active,2022-04-25,Tow Truck Driver,"VAZQUEZ, CARLOS",No Building Info,,NEW YORK,NY,10128,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2079083-1-DCA,Business,2023-12-31,Active,2018-10-15,Tobacco Retail Dealer,116 GREENE BITES CORP,116,DEKALB AVE,BROOKLYN,NY,11201,718-522-4455,Brooklyn,3.0,302.0,35.0,3058663.0,3020960030.0,BK68,33.0,-73.97783453319394,40.6897919267245,"
,  
(40.6897919267245, -73.97783453319394)"
2083293-DCA,Business,,Inactive,2019-03-18,Pool or Billiard Room,SJEN ENTERPRISE INC.,4518,BELL BLVD,BAYSIDE,NY,11361,7186312646,Queens,4.0,411.0,19.0,4156884.0,4073130031.0,QN46,1447.0,-73.76908063013303,40.75980644913683,"
,  
(40.75980644913683, -73.76908063013303)"
0920976-DCA,Individual,2005-05-31,Inactive,2003-04-15,Locksmith,"ASLANIAN, DANIEL",No Building Info,,BRONX,NY,10468,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1266888-DCA,Individual,2012-04-30,Inactive,2010-07-30,Pedicab Driver,"ORSELLI, FRANCESCA L",No Building Info,,WOODSIDE,NY,11377,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1261739-DCA,Individual,2010-09-30,Inactive,2007-07-26,General Vendor,"FERELLEC, SHELLEY R.",No Building Info,,BROOKLYN,NY,11223,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2072425-1-DCA,Business,2023-11-30,Active,2018-06-01,Electronic Cigarette Dealer,MASSOLA MANAGEMENT -881 CORP.,881,8TH AVE,NEW YORK,NY,10019,9734958300,Manhattan,1.0,104.0,3.0,1025323.0,1010437502.0,MN15,133.0,-73.98495388978917,40.76388503275913,"
,  
(40.76388503275913, -73.98495388978917)"
2097485-1-DCA,Business,2023-11-30,Active,2021-01-12,Electronic Cigarette Dealer,LALO CONVENIENCE STORE INC,264,W 72ND ST,NEW YORK,NY,10023,9176825974,Manhattan,1.0,107.0,6.0,1030436.0,1011630061.0,,,-73.98352774736799,40.77940084725346,"
,  
(40.77940084725346, -73.98352774736799)"
1098341-DCA,Business,2023-12-31,Active,2001-12-17,Tobacco Retail Dealer,HONISH DELI GROCERY INC.,18246,HILLSIDE AVE,JAMAICA,NY,11432,718-523-0396,Queens,4.0,412.0,27.0,4212432.0,4099190034.0,QN61,470.0,-73.77942710897327,40.71370100775879,"
,  
(40.71370100775879, -73.77942710897327)"
1133309-DCA,Individual,2010-02-28,Inactive,2003-03-05,Process Server Individual,"SARSOUR, LOAI F",No Building Info,,STATEN ISLAND,NY,10314,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2114974-DCA,Individual,2024-03-31,Active,2023-07-10,Sightseeing Guide,"LI, JIANG",No Building Info,,NEW YORK,NY,10038,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2028954-DCA,Business,2025-02-28,Active,2015-09-30,Home Improvement Contractor,MSG UNLIMITED LLC,8202,15TH AVE,BROOKLYN,NY,11228,6467722741,Brooklyn,3.0,311.0,43.0,3164094.0,3063040040.0,,,-74.00722878253194,40.61361514995847,"
,  
(40.61361514995847, -74.00722878253194)"
2109075-DCA,Individual,2024-04-30,Active,2022-09-27,Pedicab Driver,"SIDIBE, SOULEYMANE",No Building Info,,NEW YORK,NY,10031,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2042171-DCA,Individual,2017-07-31,Inactive,2016-08-09,Ticket Seller,"PRICE, KAREEM",No Building Info,,BRONX,NY,10469,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1022016-DCA,Individual,2025-05-31,Active,1999-10-15,Locksmith,"LAN, KAZIMIERZ",No Building Info,,BROOKLYN,NY,11209,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
1406691-DCA,Business,2017-02-28,Inactive,2011-09-01,Home Improvement Contractor,KUHN CONSTRUCTION INC,417,MAIN ST,ISLIP,NY,11751,6312770698,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
2052742-DCA,Business,2020-08-26,Inactive,2017-05-10,Sidewalk Cafe,"R & R WESTSIDE, LLC",356,W 44TH ST,NEW YORK,NY,10036,6466785989,Manhattan,1.0,104.0,3.0,1024977.0,1010340060.0,MN15,121.0,-73.99040914272605,40.75918387112639,"
,  
(40.75918387112639, -73.99040914272605)"
0024530-DCA,Business,2024-03-31,Active,2002-03-20,Newsstand,"ALTHOLTZ, JILL",N/E/C,WEST   34 STREET,NEW YORK,NY,10001,9088720443,Manhattan,1.0,105.0,3.0,,,,,-73.99062326583427,40.75099082290243,"
,  
(40.75099082290243, -73.99062326583427)"
2019476-2-DCA,Business,2022-12-31,Inactive,2015-03-12,Tobacco Retail Dealer,STATEN ISLAND BAGEL CAFE INC,3579,VICTORY BLVD,STATEN ISLAND,NY,10314,718-494-3232,Staten Island,5.0,502.0,50.0,5036680.0,5021620187.0,SI05,29103.0,-74.17678516771359,40.60085883699283,"
,  
(40.60085883699283, -74.17678516771359)"
2069322-DCA,Business,2019-02-28,Inactive,2018-04-12,Home Improvement Contractor,"JEXT EXPRESS, INC.",150,LEFFERTS AVE,BROOKLYN,NY,11225,9693313819,Brooklyn,3.0,309.0,40.0,3035257.0,3013280016.0,BK60,800.0,-73.95602633527322,40.662019517063634,"
,  
(40.662019517063634, -73.95602633527322)"
1170514-DCA,Business,2025-01-31,Active,2004-06-14,Debt Collection Agency,"SELECT PORTFOLIO SERVICING, INC.",3217,S DECKER LAKE DR,SALT LAKE CITY,UT,84119,8015946287,Outside NYC,,,,,,,,-73.94591110800667,40.72091406112227,
2056616-DCA,Business,2025-02-28,Active,2017-08-03,Home Improvement Contractor,C & LJ INTERNATIONAL TRADE CORP.,9716,FARRAGUT RD,BROOKLYN,NY,11236,7184445466,Brooklyn,3.0,318.0,46.0,3229409.0,3081660038.0,,,-73.903744889576,40.6467733170763,"
,  
(40.6467733170763, -73.903744889576)"
2012466-DCA,Individual,2025-05-31,Active,2014-08-26,Locksmith,"PASSANTINO JR, DONALD",No Building Info,,DOUGLASTON,NY,11362,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
2079466-DCA,Business,2023-07-31,Active,2018-10-26,Secondhand Dealer - General,KAT JEWELRY AND WATCH REPAIR INC,167,E 87TH ST,NEW YORK,NY,10128,3478245173,Manhattan,1.0,108.0,5.0,1048050.0,1015160027.0,,,-73.95441752093235,40.77989529598429,"
,  
(40.77989529598429, -73.95441752093235)"
2071983-1-DCA,Business,2023-11-30,Active,2018-05-29,Electronic Cigarette Dealer,SHREE HARI ONE LLC,171,NORMAN AVE,BROOKLYN,NY,11222,718-383-1025,Brooklyn,3.0,301.0,33.0,3065868.0,3026250038.0,BK76,573.0,-73.94742558670086,40.72687204540083,"
,  
(40.72687204540083, -73.94742558670086)"
2052022-DCA,Individual,,Inactive,2017-04-27,Home Improvement Salesperson,"SINGH, SUKHDEV",No Building Info,,SOUTH RICHMOND HILL,NY,11419,No Contact Available,Unknown Borough,,,,,,,,-73.94591110800667,40.72091406112227,
